account_id,plan,mrr,payment_method,churned
2402-TAIRZ,One year,80.05,Electronic check,No
9659-ZTWSM,One year,107.35,Bank transfer (automatic),No
9139-TWBAS,One year,47.85,Bank transfer (automatic),No
6685-GBWJZ,One year,70.8,Credit card (automatic),No
2195-VVRJF,Month-to-month,59.1,Credit card (automatic),No
3913-RDSJZ,Two year,25.55,Mailed check,No
4203-QGNZA,Month-to-month,20.25,Mailed check,No
5043-TRZWM,Month-to-month,75.55,Electronic check,No
9494-BDNNC,One year,95.3,Electronic check,No
1640-PLFMP,Month-to-month,70.25,Electronic check,No
5366-OBVMR,Month-to-month,50.3,Mailed check,No
7644-OMVMY,Two year,19.85,Mailed check,No
4573-JKNAE,Two year,19.35,Bank transfer (automatic),No
9817-APLHW,Month-to-month,25.0,Electronic check,No
8380-MQINP,Two year,20.3,Mailed check,No
0840-DFEZH,Month-to-month,75.35,Electronic check,No
8690-ZVLCL,Two year,88.0,Credit card (automatic),No
1125-SNVCK,Month-to-month,43.8,Mailed check,No
0384-LPITE,One year,62.05,Credit card (automatic),No
4616-EWBNJ,One year,20.1,Bank transfer (automatic),No
1335-HQMKX,One year,101.35,Electronic check,No
2545-EBUPK,Month-to-month,84.05,Electronic check,No
6923-AQONU,Two year,20.9,Mailed check,No
2172-EJXVF,One year,105.9,Electronic check,No
4536-PLEQY,Month-to-month,85.05,Credit card (automatic),No
7029-IJEJK,One year,44.1,Bank transfer (automatic),No
8871-JLMHM,Two year,90.2,Credit card (automatic),No
5447-VYTKW,Month-to-month,53.45,Mailed check,No
3623-FQBOX,Month-to-month,19.95,Mailed check,No
8659-HDIYE,Month-to-month,74.65,Credit card (automatic),No
3474-BAFSJ,Two year,57.5,Bank transfer (automatic),No
3865-ZFZIB,Two year,19.65,Mailed check,No
1855-AGAWH,One year,93.8,Electronic check,No
7109-CQYUZ,Two year,89.25,Mailed check,No
1370-GGAWX,One year,94.15,Electronic check,No
4680-KUTAJ,Month-to-month,55.6,Electronic check,No
5307-UVGNB,Month-to-month,48.7,Bank transfer (automatic),No
2883-ILGWO,Month-to-month,104.9,Bank transfer (automatic),No
3642-BYHDO,Two year,19.9,Bank transfer (automatic),No
9629-NHXFW,Month-to-month,19.4,Mailed check,No
2696-RZVZW,Two year,25.05,Credit card (automatic),No
5766-FTRTS,Two year,84.45,Mailed check,No
0396-HUJBP,Month-to-month,19.3,Mailed check,No
8879-ZKJOF,One year,79.85,Bank transfer (automatic),No
6285-FTQBF,Two year,25.55,Credit card (automatic),No
1474-JUWSM,One year,68.4,Electronic check,No
3530-CRZSB,Month-to-month,20.65,Mailed check,No
8498-XXGWA,Month-to-month,55.15,Mailed check,No
9617-INGJY,Month-to-month,70.6,Mailed check,No
0621-TSSMU,One year,19.95,Credit card (automatic),No
7234-KMNRQ,Month-to-month,19.0,Mailed check,No
7636-PEPNS,One year,44.1,Mailed check,No
4683-WYDOU,Two year,107.6,Bank transfer (automatic),No
9052-DHNKM,One year,61.55,Electronic check,No
6794-HKIAJ,Month-to-month,90.7,Bank transfer (automatic),No
5578-NKCXI,One year,99.25,Credit card (automatic),No
1642-HMARX,Two year,91.7,Electronic check,No
3096-WPXBT,One year,100.7,Credit card (automatic),No
8434-PNQZX,Two year,78.45,Credit card (automatic),No
5950-AAAGJ,Month-to-month,84.3,Bank transfer (automatic),No
4299-OPXEJ,Two year,19.55,Bank transfer (automatic),No
9618-LFJRU,Month-to-month,20.45,Credit card (automatic),No
6693-DJWTY,One year,55.6,Credit card (automatic),No
0744-GKNGE,Month-to-month,86.8,Bank transfer (automatic),No
6447-EGDIV,One year,20.95,Mailed check,No
1167-OYZJF,Two year,20.05,Bank transfer (automatic),No
4806-DXQCE,Two year,113.65,Electronic check,No
4854-SSLTN,Two year,59.5,Mailed check,No
5294-DMSFH,Month-to-month,87.8,Credit card (automatic),No
4837-PZTIC,Two year,41.9,Mailed check,No
0603-OLQDC,Month-to-month,69.85,Mailed check,No
3272-VUHPV,Month-to-month,56.3,Bank transfer (automatic),No
4176-FXYBO,Month-to-month,109.55,Electronic check,No
1063-DHQJF,Two year,92.15,Mailed check,No
8663-UPDGF,Month-to-month,69.5,Bank transfer (automatic),No
6719-FGEDO,Two year,97.0,Bank transfer (automatic),No
1837-YQUCE,Two year,58.35,Bank transfer (automatic),No
0369-ZGOVK,One year,70.4,Bank transfer (automatic),No
9919-KNPOO,Month-to-month,94.3,Electronic check,No
7872-BAAZR,One year,19.55,Bank transfer (automatic),No
9391-LMANN,One year,95.95,Electronic check,No
8174-TBVCF,Two year,94.8,Credit card (automatic),No
1698-XFZCI,One year,107.75,Electronic check,No
1877-HKBQX,One year,54.6,Mailed check,No
4450-DLLMH,Month-to-month,71.3,Credit card (automatic),No
0428-AXXLJ,One year,19.5,Bank transfer (automatic),No
2746-DIJLO,One year,56.3,Credit card (automatic),No
3508-VLHCZ,Two year,90.55,Credit card (automatic),No
4086-ATNFV,One year,60.8,Mailed check,No
0468-YRPXN,Month-to-month,98.8,Credit card (automatic),No
5996-NRVXR,One year,98.15,Credit card (automatic),No
3739-YBWAB,One year,35.35,Mailed check,No
7047-FWEYA,One year,103.15,Electronic check,No
2000-MPKCA,One year,107.75,Electronic check,No
9762-YAQAA,One year,81.4,Credit card (automatic),No
5473-KHBPS,One year,95.7,Credit card (automatic),No
0100-DUVFC,One year,104.8,Electronic check,No
5397-TUPSH,One year,70.95,Bank transfer (automatic),No
8950-MTZNV,Month-to-month,44.95,Mailed check,No
0326-VDYXE,One year,97.65,Electronic check,No
6773-LQTVT,Month-to-month,35.65,Mailed check,No
0436-TWFFZ,Two year,85.25,Mailed check,No
8566-YPRGL,Month-to-month,19.5,Mailed check,No
6609-MXJHJ,Two year,25.1,Mailed check,No
2669-OIDSD,Month-to-month,100.05,Credit card (automatic),No
8400-WZICQ,Month-to-month,55.7,Electronic check,No
9576-SYUHJ,Month-to-month,91.15,Electronic check,No
0410-IPFTY,Month-to-month,83.85,Bank transfer (automatic),No
2831-EBWRN,Month-to-month,45.9,Electronic check,No
9430-NKQLY,Two year,25.1,Credit card (automatic),No
0247-SLUJI,Month-to-month,19.7,Mailed check,No
9402-ORRAH,Month-to-month,91.5,Electronic check,No
6483-OATDN,Month-to-month,51.3,Credit card (automatic),No
1293-HHSHJ,One year,21.1,Mailed check,No
4840-ORQXB,Month-to-month,104.75,Electronic check,No
3982-DQLUS,Month-to-month,85.75,Electronic check,No
8610-ZIKJJ,One year,20.3,Mailed check,No
3756-VNWDH,One year,100.75,Electronic check,No
7801-KICAO,Month-to-month,74.15,Electronic check,No
7673-LPRNY,One year,78.55,Electronic check,No
6060-QBMGV,Two year,19.85,Credit card (automatic),No
7339-POGZN,Month-to-month,50.7,Electronic check,No
2828-SLQPF,Month-to-month,45.0,Bank transfer (automatic),No
4465-VDKIQ,Month-to-month,77.8,Electronic check,No
2921-XWDJH,Month-to-month,83.45,Electronic check,No
2558-BUOZZ,One year,94.8,Bank transfer (automatic),No
9257-AZMTZ,Two year,20.1,Bank transfer (automatic),No
0003-MKNFE,Month-to-month,59.9,Mailed check,No
0975-UYDTX,One year,90.1,Credit card (automatic),No
4682-BLBUC,One year,70.95,Electronic check,No
0975-VOOVL,Month-to-month,29.2,Mailed check,No
5968-VXZLG,Month-to-month,46.6,Bank transfer (automatic),No
5201-FRKKS,Month-to-month,74.3,Bank transfer (automatic),No
9799-CAYJJ,Month-to-month,69.3,Electronic check,No
5443-SCMKX,One year,94.3,Electronic check,No
8295-KMENE,Two year,76.45,Mailed check,No
6738-ISCBM,One year,54.0,Electronic check,No
9821-BESNZ,One year,104.25,Electronic check,No
3678-MNGZX,Two year,19.95,Bank transfer (automatic),No
1335-NTIUC,Month-to-month,24.95,Electronic check,No
2916-BQZLN,Month-to-month,84.75,Electronic check,No
4558-CGYCZ,Month-to-month,19.75,Mailed check,No
2368-GAKKQ,Two year,113.65,Bank transfer (automatic),No
8710-YGLWG,Month-to-month,44.9,Mailed check,No
3199-XGZCY,Month-to-month,75.25,Electronic check,No
3785-KTYSH,Two year,24.6,Mailed check,No
6814-ZPWFQ,One year,25.0,Bank transfer (automatic),No
4063-EIKNQ,Month-to-month,20.95,Bank transfer (automatic),No
6993-YCOBK,Two year,110.6,Electronic check,No
5206-HPJKM,Month-to-month,55.5,Credit card (automatic),No
8393-JMVMB,Month-to-month,19.45,Mailed check,No
5019-GQVCR,Month-to-month,84.85,Electronic check,No
6036-TTFYU,Month-to-month,19.6,Mailed check,No
2550-AEVRU,One year,53.45,Electronic check,No
0969-RGKCU,One year,19.8,Credit card (automatic),No
0378-CJKPV,Two year,112.1,Credit card (automatic),No
2880-FPNAE,Month-to-month,74.2,Electronic check,No
1703-MGIAB,Month-to-month,69.0,Mailed check,No
4311-QTTAI,One year,19.35,Credit card (automatic),No
4318-RAJVY,One year,19.8,Mailed check,No
3612-YUNGG,Two year,109.2,Credit card (automatic),No
2254-DLXRI,Month-to-month,79.15,Mailed check,No
5062-CJJKH,One year,53.65,Mailed check,No
9028-LIHRP,Two year,100.2,Credit card (automatic),No
1053-MXTTK,Two year,108.65,Bank transfer (automatic),No
1530-ZTDOZ,Month-to-month,40.65,Bank transfer (automatic),No
1301-LOPVR,One year,55.35,Credit card (automatic),No
0853-TWRVK,Two year,105.6,Bank transfer (automatic),No
6212-ATMLK,Month-to-month,95.7,Electronic check,No
8200-LGKSR,Two year,83.2,Electronic check,No
1568-BEKZM,Two year,90.05,Credit card (automatic),No
0670-ANMUU,One year,97.65,Credit card (automatic),No
6897-RWMUB,Two year,68.05,Bank transfer (automatic),No
6999-CHVCF,Two year,102.1,Bank transfer (automatic),No
6134-KWTBV,Two year,23.4,Bank transfer (automatic),No
1077-HUUJM,Month-to-month,71.05,Electronic check,No
0895-LNKRC,One year,19.45,Mailed check,No
2045-BMBTJ,Month-to-month,59.45,Bank transfer (automatic),No
8417-GSODA,One year,92.2,Bank transfer (automatic),No
5171-EPLKN,Two year,19.85,Credit card (automatic),No
4452-QIIEB,Month-to-month,43.9,Mailed check,No
6741-EGCBI,Month-to-month,90.5,Credit card (automatic),No
7820-ZYGNY,One year,90.45,Credit card (automatic),No
9677-AVKED,One year,84.6,Electronic check,No
2227-JRSJX,Month-to-month,99.15,Bank transfer (automatic),No
9847-HNVGP,One year,19.95,Mailed check,No
6696-YDAYZ,Two year,20.5,Mailed check,No
8980-WQFWL,Month-to-month,62.1,Electronic check,No
1730-ZMAME,Month-to-month,79.5,Electronic check,No
6506-EYCNH,Month-to-month,19.55,Bank transfer (automatic),No
4634-JLRJT,Month-to-month,20.35,Mailed check,No
9501-UKKNL,Month-to-month,51.7,Electronic check,No
2560-QTSBS,One year,23.3,Bank transfer (automatic),No
4795-WRNVT,Month-to-month,65.1,Mailed check,No
6080-TCMYC,Month-to-month,81.2,Electronic check,No
7860-UXCRM,Two year,74.5,Credit card (automatic),No
6357-JJPQT,Month-to-month,80.5,Electronic check,No
2292-XQWSV,One year,60.3,Mailed check,No
9552-TGUZV,Month-to-month,75.0,Mailed check,No
5913-INRQV,One year,90.15,Mailed check,No
9643-YBLUR,Month-to-month,69.05,Credit card (automatic),No
8734-FNWVH,Month-to-month,59.7,Bank transfer (automatic),No
9447-YPTBX,One year,19.85,Bank transfer (automatic),No
9026-LHEVG,Month-to-month,40.75,Electronic check,No
7011-CVEUC,Month-to-month,95.7,Credit card (automatic),No
6185-TASNN,Month-to-month,46.3,Electronic check,No
7925-PNRGI,Month-to-month,81.3,Mailed check,No
1552-CZCLL,Month-to-month,20.0,Credit card (automatic),No
3038-PQIUY,Month-to-month,66.15,Bank transfer (automatic),No
9313-CDOGY,Month-to-month,19.6,Electronic check,No
8148-BPLZQ,Month-to-month,49.8,Electronic check,No
2623-DRYAM,One year,101.75,Electronic check,No
9987-LUTYD,One year,55.15,Mailed check,No
4488-KQFDT,One year,103.95,Electronic check,No
5693-PIPCS,Two year,99.65,Credit card (automatic),No
0491-KAPQG,Month-to-month,73.7,Electronic check,No
1925-LFCZZ,One year,50.05,Bank transfer (automatic),No
8039-EQPIM,Two year,60.25,Bank transfer (automatic),No
8707-RMEZH,One year,87.3,Credit card (automatic),No
3209-ZPKFI,Month-to-month,54.25,Electronic check,No
6479-VDGRK,Two year,85.3,Bank transfer (automatic),No
9373-WSLOY,Month-to-month,50.0,Electronic check,No
3569-JFODW,Two year,90.95,Credit card (automatic),No
9819-FBNSV,Month-to-month,72.25,Bank transfer (automatic),No
9544-PYPSJ,Month-to-month,96.1,Credit card (automatic),No
1591-XWLGB,Two year,19.85,Credit card (automatic),No
0396-UKGAI,Month-to-month,55.3,Bank transfer (automatic),No
3243-ZHOHY,One year,20.1,Mailed check,No
5186-EJEGL,Month-to-month,69.5,Mailed check,No
7527-QNRUS,Two year,25.15,Mailed check,No
2203-GHNWN,Month-to-month,79.65,Mailed check,No
3878-AVSOQ,Month-to-month,71.25,Electronic check,No
3258-SYSWS,Two year,113.8,Bank transfer (automatic),No
5296-PSYVW,Two year,24.55,Electronic check,No
6319-QSUSR,Month-to-month,19.7,Credit card (automatic),No
0512-FLFDW,One year,100.5,Credit card (automatic),No
0487-CRLZF,Two year,74.45,Bank transfer (automatic),No
2107-FBPTK,Month-to-month,104.1,Electronic check,No
9451-WLYRI,One year,19.05,Credit card (automatic),No
8219-VYBVI,Two year,25.0,Mailed check,No
1991-VOPLL,Month-to-month,19.05,Mailed check,No
9738-QLWTP,One year,81.9,Electronic check,No
1016-DJTSV,Month-to-month,69.7,Electronic check,No
9419-IPPBE,One year,90.15,Electronic check,No
0174-QRVVY,Two year,25.35,Credit card (automatic),No
5699-BNCAS,Two year,24.65,Mailed check,No
2900-PHPLN,Two year,19.55,Credit card (automatic),No
8106-GWQOK,Two year,60.0,Bank transfer (automatic),No
8751-EDEKA,Month-to-month,89.9,Credit card (automatic),No
6878-GGDWG,Month-to-month,19.4,Bank transfer (automatic),No
4039-PIMHX,Two year,49.8,Mailed check,No
8450-LUGUK,Two year,24.1,Bank transfer (automatic),No
3604-WLABM,Month-to-month,54.25,Electronic check,No
0795-GMVQO,One year,109.9,Credit card (automatic),No
2259-OUUSZ,One year,35.5,Credit card (automatic),No
1142-IHLOO,One year,87.55,Credit card (automatic),No
4633-MKHYU,Month-to-month,88.4,Mailed check,No
6257-RJOHI,Month-to-month,50.8,Mailed check,No
1545-JFUML,Two year,99.0,Electronic check,No
7826-VVKWT,Two year,96.55,Electronic check,No
1353-GHZOS,One year,59.75,Bank transfer (automatic),No
2587-EKXTS,Month-to-month,111.5,Electronic check,No
5442-BXVND,Month-to-month,24.25,Bank transfer (automatic),No
9753-OYLBX,Month-to-month,20.5,Mailed check,No
2364-UFROM,One year,70.4,Electronic check,No
6656-JWRQX,Month-to-month,30.55,Mailed check,No
6473-ULUHT,Month-to-month,84.9,Electronic check,No
7688-AWMDX,Two year,54.5,Bank transfer (automatic),No
2842-BCQGE,Month-to-month,75.35,Credit card (automatic),No
7244-QWYHG,One year,44.45,Bank transfer (automatic),No
5312-UXESG,Month-to-month,98.05,Bank transfer (automatic),No
2150-WLKUW,One year,63.9,Bank transfer (automatic),No
7159-FVYPK,Month-to-month,69.15,Bank transfer (automatic),No
7032-LMBHI,One year,64.65,Bank transfer (automatic),No
6088-BXMRG,Month-to-month,98.85,Electronic check,No
4821-SJHJV,Month-to-month,89.6,Electronic check,No
7346-MEDWM,Month-to-month,83.25,Electronic check,No
1137-DGOWI,One year,70.25,Bank transfer (automatic),No
3812-LRZIR,Two year,24.5,Electronic check,No
9483-GCPWE,One year,20.1,Mailed check,No
4227-OJHAL,One year,73.0,Credit card (automatic),No
9220-CXRSC,Two year,61.4,Credit card (automatic),No
4993-JCRGJ,Month-to-month,84.3,Mailed check,No
9537-JALFH,Two year,19.9,Bank transfer (automatic),No
6698-OXETB,Two year,20.4,Mailed check,No
2103-ZRXFN,Month-to-month,50.75,Mailed check,No
3724-BSCVH,One year,20.45,Mailed check,No
4877-TSOFF,One year,75.75,Bank transfer (automatic),No
9209-NWPGU,One year,65.4,Electronic check,No
7306-YDSOI,Two year,59.75,Bank transfer (automatic),No
5288-AHOUP,Month-to-month,78.5,Electronic check,No
0655-YDGFJ,Month-to-month,48.95,Bank transfer (automatic),No
8468-EHYJA,Month-to-month,99.65,Electronic check,No
6823-SIDFQ,One year,18.25,Credit card (automatic),No
1097-FSPVW,Month-to-month,54.55,Credit card (automatic),No
8328-SKJNO,One year,40.65,Bank transfer (automatic),No
7010-ZMVBF,Month-to-month,20.45,Mailed check,No
5201-CBWYG,One year,24.8,Bank transfer (automatic),No
6352-GIGGQ,One year,88.8,Bank transfer (automatic),No
3635-QQRQD,Two year,20.05,Credit card (automatic),No
2897-DOVND,Month-to-month,69.8,Electronic check,No
3082-YVEKW,Two year,77.15,Bank transfer (automatic),No
0191-EQUUH,Two year,35.05,Bank transfer (automatic),No
7134-HBPBS,Two year,108.1,Bank transfer (automatic),No
3489-HHPFY,Month-to-month,84.05,Electronic check,No
2926-JEJJC,One year,20.2,Bank transfer (automatic),No
4950-BDEUX,Month-to-month,49.2,Electronic check,No
5789-LDFXO,One year,24.6,Electronic check,No
0508-OOLTO,Month-to-month,71.65,Electronic check,No
2984-TBYKU,Two year,104.9,Credit card (automatic),No
9822-WMWVG,Month-to-month,106.5,Electronic check,No
9040-KZVWO,One year,75.5,Bank transfer (automatic),No
1548-ARAGG,Month-to-month,58.5,Mailed check,No
6339-RZCBJ,Two year,78.9,Credit card (automatic),No
4415-WNGVR,One year,79.2,Electronic check,No
2522-AHJXR,Month-to-month,109.45,Bank transfer (automatic),No
0412-UCCNP,Two year,59.2,Electronic check,No
1816-FLZDK,Month-to-month,29.15,Mailed check,No
7096-UCLNH,Month-to-month,20.05,Mailed check,No
4615-PIVVU,Two year,66.5,Credit card (automatic),No
8885-QSQBX,Month-to-month,49.55,Bank transfer (automatic),No
8617-ENBDS,Month-to-month,73.6,Credit card (automatic),No
9385-NXKDA,Two year,82.65,Credit card (automatic),No
0430-IHCDJ,Month-to-month,49.0,Electronic check,No
6674-KVJHG,One year,25.2,Electronic check,No
1814-DKOLC,Month-to-month,25.45,Mailed check,No
9351-HXDMR,Two year,110.9,Credit card (automatic),No
3537-HPKQT,Month-to-month,77.75,Credit card (automatic),No
2129-ALKBS,Month-to-month,26.2,Electronic check,No
5821-MMEIL,Two year,19.9,Bank transfer (automatic),No
1309-XGFSN,One year,80.85,Electronic check,No
6968-URWQU,One year,56.35,Mailed check,No
4742-TXUEX,Two year,19.3,Bank transfer (automatic),No
9631-XEYKE,Month-to-month,50.4,Bank transfer (automatic),No
1335-MXCSE,Two year,55.25,Credit card (automatic),No
8873-TMKGR,One year,19.1,Mailed check,No
8800-JOOCF,Month-to-month,84.05,Electronic check,No
1469-LBJQJ,Month-to-month,105.2,Electronic check,No
0064-YIJGF,Month-to-month,75.75,Bank transfer (automatic),No
2386-OWURY,Month-to-month,95.3,Electronic check,No
0310-VQXAM,Month-to-month,19.85,Mailed check,No
3453-RTHJQ,Month-to-month,69.1,Electronic check,No
6278-FEPBZ,Month-to-month,20.25,Mailed check,No
4280-DLSHD,Month-to-month,54.75,Mailed check,No
1508-DFXCU,Month-to-month,81.45,Electronic check,No
7868-BGSZA,One year,80.2,Electronic check,No
2800-QQUSO,Month-to-month,100.3,Electronic check,No
7973-DZRKH,Two year,90.95,Credit card (automatic),No
7698-YFGEZ,Month-to-month,20.0,Mailed check,No
9773-PEQBZ,Month-to-month,79.85,Electronic check,No
0650-BWOZN,Month-to-month,73.55,Electronic check,No
7785-RDVIG,Month-to-month,19.3,Mailed check,No
9602-WCXPI,One year,20.15,Credit card (automatic),No
2903-YYTBW,Month-to-month,44.55,Electronic check,No
3620-MWJNE,Month-to-month,54.45,Mailed check,No
8573-JGCZW,One year,19.65,Bank transfer (automatic),No
6837-HAEVO,Two year,105.0,Electronic check,No
6701-YVNQG,Two year,88.7,Credit card (automatic),No
4304-XUMGI,Two year,75.15,Bank transfer (automatic),No
9504-YAZWB,Two year,20.25,Mailed check,No
8819-ZBYNA,Two year,109.1,Credit card (automatic),No
6174-NRBTZ,One year,30.75,Bank transfer (automatic),No
9481-IEBZY,Month-to-month,112.9,Credit card (automatic),No
6137-NICCO,Month-to-month,94.05,Mailed check,No
9065-ZCPQX,Two year,78.85,Bank transfer (automatic),No
6402-EJMWF,Month-to-month,55.3,Mailed check,No
3620-EHIMZ,Two year,19.35,Mailed check,No
3213-VVOLG,Two year,25.35,Mailed check,No
6870-ECSHE,One year,20.45,Mailed check,No
8747-UDCOI,Two year,19.35,Bank transfer (automatic),No
4626-OZDTJ,One year,78.65,Credit card (automatic),No
9169-BSVIN,Month-to-month,74.75,Bank transfer (automatic),No
8194-PEEBY,One year,19.9,Mailed check,No
6872-HXFNF,One year,58.35,Bank transfer (automatic),No
7714-YXSMB,Month-to-month,100.5,Bank transfer (automatic),No
8387-UGUSU,Month-to-month,20.05,Mailed check,No
1080-BWSYE,Two year,25.65,Credit card (automatic),No
1194-HVAIF,Month-to-month,95.0,Credit card (automatic),No
1767-TGTKO,Month-to-month,45.45,Electronic check,No
8439-LTUGF,Month-to-month,20.0,Credit card (automatic),No
8805-JNRAZ,Month-to-month,49.2,Mailed check,No
6418-HNFED,Two year,83.25,Credit card (automatic),No
0206-OYVOC,Two year,19.25,Mailed check,No
7291-CDTMJ,Month-to-month,19.65,Bank transfer (automatic),No
7128-GGCNO,Month-to-month,72.8,Bank transfer (automatic),No
